時間,開盤,最高,最低,收盤,成交量,收盤差,力道和,最大力道和,最小力道和,最大力道和差,最小力道和差,力道,ACTION,bot
2025-06-25 09:25,22050.0,22068.0,22049.0,22062.0,402.0,12.0,-27878.0,1382.0,-41354.0,29260.0,13476.0,4824.0,空,bot0
2025-06-25 09:25,22050.0,22068.0,22049.0,22062.0,402.0,12.0,-27878.0,1382.0,-41354.0,29260.0,13476.0,4824.0,空,bot1
2025-06-25 09:25,22050.0,22068.0,22049.0,22062.0,402.0,12.0,-27878.0,1382.0,-41354.0,29260.0,13476.0,4824.0,空,bot2
2025-06-25 09:25,22050.0,22068.0,22049.0,22062.0,402.0,12.0,-27878.0,1382.0,-41354.0,29260.0,13476.0,4824.0,空,bot3
2025-06-25 09:25,22050.0,22068.0,22049.0,22062.0,402.0,12.0,-27878.0,1382.0,-41354.0,29260.0,13476.0,4824.0,空,bot4
2025-06-25 09:26,22061.0,22064.0,22057.0,22064.0,95.0,3.0,-26444.0,1382.0,-41354.0,27826.0,14910.0,285.0,沖,bot4
2025-06-25 09:26,22061.0,22066.0,22057.0,22066.0,168.0,5.0,-25889.0,1382.0,-41354.0,27271.0,15465.0,840.0,沖,bot3
2025-06-25 09:27,22053.0,22054.0,22045.0,22051.0,204.0,0.0,-30559.0,1382.0,-41354.0,31941.0,10795.0,0.0,沖,bot0
2025-06-25 09:27,22053.0,22054.0,22045.0,22051.0,204.0,0.0,-30559.0,1382.0,-41354.0,31941.0,10795.0,0.0,沖,bot1
2025-06-25 09:27,22053.0,22054.0,22045.0,22051.0,204.0,0.0,-30559.0,1382.0,-41354.0,31941.0,10795.0,0.0,沖,bot2
2025-06-25 09:38,22061.0,22061.0,22055.0,22055.0,88.0,-6.0,-19697.0,1382.0,-43378.0,21079.0,23681.0,-528.0,空,bot0
2025-06-25 09:38,22061.0,22061.0,22055.0,22055.0,88.0,-6.0,-19697.0,1382.0,-43378.0,21079.0,23681.0,-528.0,空,bot1
